episode,rewards_total
224,-22.96606378537613
225,-22.808075718594896
226,-22.101546154660852
227,-22.883115600113342
228,-21.79520982300577
229,-22.54521656154882
230,-22.91213603546419
231,-23.403888588728304
232,-22.394759654739655
233,-22.798508595344344
234,-22.505417902743098
235,-23.238755230914506
236,-23.876345300004687
237,-22.014864874070422
238,-22.81830855298625
239,-22.4098381412686
240,-22.485013575710592
241,-22.058042858191186
242,-22.81759396006909
243,-23.08869818281925
244,-22.49426892395786
245,-22.61227240968584
246,-22.936560934487208
247,-22.45603053901836
248,-23.232667105434864
249,-22.896310965402183
250,-22.37235918742626
251,-21.658229060695838
252,-22.86427846240432
253,-23.2391209371202
254,-22.850022154536305
255,-22.736447345406418
256,-23.085616522979407
257,-22.765703288363206
258,-22.935604174749407
259,-21.612556530885676
260,-22.388357690744186
261,-22.366286500455942
262,-22.377909296160006
263,-22.549152416785198
264,-23.641867724116754
265,-22.59509555743759
266,-22.881283923345748
267,-23.701881181381562
268,-22.93161760391859
269,-22.703995650525663
270,-23.158457449730022
271,-22.196906690477903
272,-23.616294158776647
273,-21.656784931342656
274,-23.0803887646024
275,-22.206171225311287
276,-23.09693607982467
277,-22.486221743054347
278,-22.389982983682028
279,-22.542276087714612
280,-23.894717599731038
281,-23.293487559612714
282,-23.196359259701108
283,-22.644124224018537
284,-22.641558252968682
285,-22.01522124517431
286,-22.985727817762633
287,-23.45740226705848
288,-22.950864772179656
289,-22.511316555530883
290,-23.218301301501068
291,-21.873613662951172
292,-22.034092476975708
293,-22.569225233345154
294,-23.409729642203374
295,-22.767038628497822
296,-22.68764177125756
297,-22.54877714069442
298,-21.721749869835943
299,-21.964502570467843
300,-22.457735003118927
301,-22.821469120846228
302,-23.548585235375086
303,-9.464888785792418
304,-13.390903096675533
305,-22.582644541519358
306,2.711911745923995
307,-21.93527125680569
308,-16.18399609121247
309,-21.05024579995483
310,-5.326659937284066
311,-8.719208146769835
312,-15.750862459752316
313,-8.288204921859263
314,-8.353560909799082
315,-8.592032145847487
316,-8.858555548203022
317,-8.633504939438854
318,-8.495821579331897
319,-8.445192416007107
320,-8.259877073501167
321,-8.416993020636365
322,-8.501396244254918
323,-8.277690187428838
324,-8.100359425891092
325,-7.921665538766062
326,-8.54739284500468
327,-8.717217919416246
328,-8.340998761008956
329,-8.653798664649097
330,-8.427713440475138
331,-8.39688643539788
332,-8.721795552988482
333,-8.234564692440653
334,-8.045574396099898
335,-8.101997040572321
336,-8.085758353852857
337,-8.190494753248778
338,-8.65967839117096
339,-8.781498782481298
340,-8.438311417625625
341,-8.31138719685998
342,-8.4269728129373
343,-8.336507273593515
344,-8.5087714425801
345,-8.732541669518831
346,-8.415624754203975
347,-8.384677130318677
348,-8.211921320716828
349,-8.842273855829834
350,-8.159562283526501
351,-8.171297693764494
352,-8.242195031237642
353,-8.532452774258507
354,-8.117553812480518
355,-8.801591296026622
356,-8.306136937039621
357,-8.304771932214837
358,-8.31179229252433
359,-8.185185878655616
360,-8.803562753103362
361,-8.554052797213366
362,-8.559798970096843
363,-8.525852031452299
364,-8.740184391188684
365,-8.480333726083101
366,-8.660070275150957
367,-8.154585143838766
368,-8.391542628374644
369,-8.09684159243644
370,-8.76723707415011
371,-8.152220695979533
372,-8.692780110218017
373,-8.693412641571488
374,-8.524187640488604
375,-8.469267322524376
376,-8.367791115133645
377,-7.900185931703877
378,-8.356737632426084
379,-8.598325174712617
380,-8.59769946788036
381,-8.246443209135755
382,-8.528608511940636
383,-8.212506726547666
384,-8.489418749813435
385,-8.91416967333352
386,-8.783171919742466
387,-8.392717035333462
388,-8.38498119794539
389,-8.521679098021757
390,-8.49029500269699
391,-8.555975916063108
392,-8.709397993279357
393,-8.487851216126991
394,-9.007687764014403
395,-8.592712696076623
396,-7.9417653027278075
397,-8.534335706440213
398,-8.483393048399911
399,-8.752402004100713
400,-8.21651204389735
401,-8.53160610627301
402,-8.34923349105016
403,-8.208173929967256
404,-8.010032130629224
405,-8.141032142815899
406,-8.5381587244534
407,-8.895071399694626
408,-8.751620534563825
409,-8.615793220997638
410,-8.1304152633249
411,-8.614599247308943
412,-8.414768820385504
413,-8.609825684387712
414,-8.711864320735968
415,-8.68714784449811
416,-8.942719578430527
417,-8.20993128279529
418,-8.406494288738156
419,-8.603515824540748
420,-15.931977574935493
421,-11.182556537678678
422,-8.494115387087518
423,-3.8879931866315944
424,-14.000125306723774
425,-7.656167388809362
426,-8.911491801166031
427,-8.933846307270441
428,-6.065965970247279
429,-8.77247465738919
430,-8.707987365483923
431,-8.60784806918662
432,-8.679980223948258
433,-8.479627233464953
434,-8.517477515395335
435,-8.431782288178546
436,-8.596989914461117
437,-8.768846537751546
438,-8.491786351283444
439,-8.71199177069164
440,-8.013130813672515
441,-8.973991307708213
442,-8.553077087456254
443,-0.6529166751671367
444,-8.899282723324589
445,-8.549459607453906
446,-8.568184414606229
447,-8.650007419771631
448,-8.787636967648476
449,-8.72961660587333
450,-8.379023555603556
451,-8.74188053875297
452,-8.735568945299736
453,-8.361015986001073
454,-8.565223398727852
455,-8.874241300986519
456,-8.270189013529121
457,-8.681684457284117
458,-8.451193253262641
459,-8.704748267703547
460,-8.602421055165387
461,-8.580184688652878
462,-8.669599643589823
463,-8.653465815783143
464,-8.722055405013831
465,-8.450329422536484
466,-8.388367379535723
467,-8.514094981777518
468,-8.600798044401763
469,-8.528900049700951
470,-8.779175735463594
471,-8.418267952043896
472,-8.977786615057115
473,-8.540847589713236
474,-8.631076212176158
475,-8.270079452779799
476,-8.786497185005947
477,-8.505951664277134
478,-8.64486852643517
479,-8.561260805737927
480,-8.37231890176465
481,-8.79362577247958
482,-8.344522461547921
483,-8.654595176553483
484,-8.636739811890648
485,-8.383495195610125
486,-8.478510773911996
487,-8.559807371263622
488,-8.256935513314076
489,-8.491222289042685
490,-8.882366484595702
491,-8.164415225792185
492,-8.576006712953319
493,-8.890525003789655
494,-8.478614683175305
495,-8.77204253444374
496,-8.80264021531058
497,-8.363027578004694
498,-8.658653076903201
499,-8.640270389866007
500,-8.440748816056574
501,-8.66302971924803
502,-8.88059261686995
503,-8.762356106097972
504,-8.627251422441063
505,-8.36167899062654
506,-8.357224788044759
507,-8.578955662035492
508,-8.629491582030479
509,-8.430344390433461
510,-8.644298340966188
511,-8.664016587305678
512,-8.557896099841408
513,-8.714801937204326
514,-8.801997244442639
515,-8.723636542928809
516,-8.59541239871006
517,-8.487478041347831
518,-8.605152607644403
519,-8.963413999095229
520,-8.375843562959215
521,-8.971924009578272
522,-8.421408799120773
523,-8.3719136972886
524,-8.592944406539512
525,-8.504896615078781
526,-8.533929725026761
527,-8.62043023443347
528,-8.338550435972119
529,-8.632151239446669
530,-8.660390685956983
531,-8.551831104583002
532,-8.436046310803649
533,-8.509165904609333
534,-8.442820893346306
535,-8.633629605488444
536,-8.492999461030955
537,-8.628582129265716
538,-8.486676280191505
539,-8.642414826015937
540,-8.93639625774975
541,-8.397889730731219
542,-8.272258695692958
543,-8.828265012414356
544,-8.367033692239914
545,-8.637367972392116
546,-8.351139701953347
547,-8.747514580013084
548,-8.711873129690927
549,-8.663171857336192
550,-8.983527162619307
551,-8.27293037421903
552,-8.856165004512789
553,-8.74860104318597
554,-8.48192379691813
555,-8.599790699759431
556,-8.457075297924344
557,-8.387748216454053
558,-8.591412690314787
559,-8.494174266779137
560,-8.762561591326133
561,-8.480934340034871
562,-8.02437894215107
563,-8.347993100544883
564,-8.181671599455413
565,-8.732427597718114
566,-8.761542252733665
567,-8.715165003723037
568,-8.821010992853214
569,-8.230861706564824
570,-8.713197806305008
571,-8.720360379951508
572,-8.628748507956084
573,-8.713846913857203
574,-8.712321707328819
575,-8.894838729132495
576,-8.679658045024738
577,-8.05018284243682
578,-8.629803836503202
579,-8.408847964001893
580,-8.408848203836648
581,-8.368738649675493
582,-8.735375651771218
583,-8.651487221538172
584,-8.35564302313343
585,-8.677126671971529
586,-8.461936053157917
587,-8.580477691727584
588,-8.519208131496317
589,-8.25340890296658
590,-8.500230099565405
591,-8.435983307175526
592,-8.02241532177028
593,-8.493267396642459
594,-8.75506426533859
595,-1876.4222902160968
596,-1911.5766825518342
597,-1737.9105306201277
598,-1760.5675839620912
599,-1768.8017405796693
600,-2024.07052407538
601,-1819.3095174568632
602,-1599.4700144054766
603,-1789.5439559475394
604,-1963.6859437707799
605,-1823.133207013828
606,-1058.5529985512371
607,-1616.646938438854
608,-1571.0819610020524
609,-1602.5478386623333
610,-1814.3219978070108
611,-1610.7120258669515
612,-1834.972481082186
613,-1954.1693478261034
614,-1573.280446214018
615,-1922.044661951916
616,-1655.2173243764273
617,-1724.4733319128502
618,-1758.4783488764929
619,-1596.846384055786
620,-2018.890612079585
621,-1740.234943913376
622,-1960.125044133278
623,-1754.5810053364376
624,-1680.5099794116181
625,-1959.924546571022
626,-1757.717478229529
627,-1972.8612818746649
628,-1886.8271960536968
629,-1810.4364720284736
630,-1645.0212173244659
631,-1604.4762640134734
632,-1902.9285555698775
633,-1914.4596890806947
634,-1802.1123368487529
635,-1607.5908031173617
636,-1828.743440854233
637,-2018.4161593956298
638,-1857.7285915984742
639,-1995.0649277448356
640,-1845.3348517172137
641,-1904.0535727210581
642,-1864.2006241308732
643,-1824.1003596986986
644,-1844.7722027847442
645,-1639.8913692520764
646,-1642.563824926177
647,-1878.3246768823815
648,-1864.8250593062646
649,-1621.053204326394
650,-1793.3199206159218
651,-1849.492286662834
652,-1837.6574479418625
653,-1856.0733489746947
654,-1695.4922985566484
655,-1772.0264199734684
656,-1946.172009005703
657,-1928.6243495903618
658,-1932.2683675486448
659,-1853.4035877618885
660,-1807.9824155390409
661,-1820.096726332815
662,-1739.3797230756868
663,-1789.119591788987
664,-1576.720600756772
665,-1913.349361332172
666,-1736.5413554021077
667,-1846.9277627430042
668,-1750.3478927093852
669,-1924.278086924041
670,-35.21715142640883
671,-16.97685549438816
672,-79.58433444396246
673,-1779.9973968836966
674,-1576.660107167599
675,-1690.7028531451028
676,-1860.179063247433
677,-1483.0641723692388
678,-1734.085636938919
679,-1805.1907400393386
680,-1884.7179054786332
681,-1660.3907099827327
682,-1835.7619905178062
683,-1957.8021366491262
684,-1948.5631429644807
685,-1744.6949398885945
686,-1899.7037952795586
687,-1737.4024734326676
688,-1961.5092935093073
689,-1896.3902131204188
690,-1740.070843827748
691,-15.776465117731746
692,-15.896562690404973
693,-16.243996156854685
694,-16.654053418228646
695,-15.44889877225501
696,-15.900256484466578
697,-15.451875404524952
698,-15.961321957203419
699,-16.34753966682151
700,-16.99018583746942
701,-16.555843616432526
702,-15.846491763462032
703,-14.533661773122024
704,-16.88233524932231
705,-15.634862702838662
706,-16.2415666982442
707,-16.066621030681702
708,-16.306882843138286
709,-15.48801075020453
710,-17.391317124199453
711,-14.671055850903336
712,-16.008605504097662
713,-16.376999711353506
714,-16.58958960173834
715,-16.695320744715623
716,-15.639986680413008
717,-16.86517680189186
718,-17.39998538433983
719,-15.34455396781376
720,-17.087253208420712
721,-16.256291771476352
722,-14.292750387130972
723,-16.63058874567636
724,-16.27769244339743
725,-16.30369156978128
726,-16.9298238858264
727,-16.704212654620612
728,-15.226489838343397
729,-16.379488498917446
730,-15.501442378320775
731,-16.32607224113
732,-16.538254766646375
733,-16.897545104835885
734,-15.81100293107573
735,-15.134663501028466
736,-15.682678636899874
737,-15.524559712480615
738,-16.717668070565608
739,-14.749827236123721
740,-15.967252589380744
741,-17.0606727533725
742,-15.669615921495785
743,-15.575094284202653
744,-16.556261318509616
745,-16.016062431060003
746,-16.54929579667722
747,-16.40964875122653
748,-15.607198357469482
749,-15.352348651522805
750,-15.941238348551884
751,-16.614511354887583
752,-17.059804603323755
753,-17.304329385324476
754,-16.384441808865873
755,-15.590165855087378
756,-16.233114518171828
757,-17.148037412045042
758,-15.503533375868962
759,-16.486736710389923
760,-15.130643030571594
761,-16.18962437342882
762,-15.959563846895847
763,-17.14155654107524
764,-15.441633567280263
765,-15.724663183940736
766,-15.655032067549381
767,-15.629737490842528
768,-16.29020527473702
769,-16.09962733437899
770,-14.916185505405199
771,-17.154066643984407
772,-17.056153705237385
773,-15.508327973046166
774,-16.027389248166855
775,-15.82079985238678
776,-16.16357091453629
777,-14.588689045288618
778,-16.833731689222716
779,-16.58160415961818
780,-17.023877311828286
781,-16.26803106273579
782,-15.851949337142198
783,-15.509920006748054
784,-16.54690097106129
785,-16.196583414424694
786,-15.590213303339437
787,-16.593806025016782
788,-16.588594253340425
789,-16.04636393648363
790,-15.198823304309172
791,-15.169237462637138
792,-16.706451103125325
793,-16.167904106761476
794,-15.999967194271623
795,-15.685554678708032
796,-16.108743150662463
797,-17.35359900431784
798,-15.457560662953814
799,-15.54743427003679
800,-15.441949791402214
801,-15.14020554764905
802,-16.063900637649894
803,-17.121921690570964
804,-16.05715601829138
805,-18.02267445128593
806,-16.6106610119923
807,-16.404131597961864
808,-17.314515374454842
809,-17.431861813363064
810,-15.820068693982922
811,-16.94338255509635
812,-16.23324371817987
813,-16.86334191352814
814,-15.60915604320008
815,-16.149015583929554
816,-15.805017920532837
817,-15.867563614983514
818,-16.02644952186005
819,-16.017861344943576
820,-16.798975798164648
821,-15.916695879973044
822,-16.994212507394984
823,-15.670072441648593
824,-15.855398853782882
825,-16.580237063053623
826,-16.10886372090055
827,-15.852014790919892
828,-16.439811056132992
829,-16.48202578520492
830,-15.245860436264124
831,-16.182229925283117
832,-16.810243217636405
833,-16.023402999716208
834,-16.480828868692242
835,-16.246389633582837
836,-15.927057290008754
837,-17.50765309254133
838,-14.65651872095931
839,-17.110347050985293
840,-16.561293284756836
841,-16.520980790666336
842,-15.93831357666687
843,-16.830869246244355
844,-16.444681115671
845,-15.93420165139886
846,-16.712763573586162
847,-16.741692147737744
848,-15.817913693085089
849,-15.615931020153258
850,-15.922719240707956
851,-16.350705265956734
852,-17.015893793578588
853,-16.398157203714042
854,-17.748701826055203
855,-15.474545899904335
856,-17.002148975253746
857,-16.08326655663359
858,-15.14162088172989
859,-15.513594138218473
860,-16.289321521446105
861,-16.534406063553718
862,-16.13648888086
863,-16.853495693636106
864,-16.764571790906672
865,-16.120539419514202
866,-15.834583706055609
867,-15.629251560481098
868,-15.045274769949598
869,-15.493302542605015
870,-16.579671988369178
871,-16.720011872914057
872,-16.81183693268225
873,-15.33022159566599
874,-15.955133788628158
875,-16.074009274021282
876,-16.218858424265186
877,-16.124665763231064
878,-16.708958521937987
879,-16.724297008119517
880,-16.284627932745543
881,-15.52193414556626
882,-16.030378518719875
883,-15.750223218105964
884,-16.367536439595895
885,-15.739274633429865
886,-16.015862618261174
887,-15.891071074967313
888,-15.185611454177092
889,-17.142547403662558
890,-16.307055146490228
891,-14.706863044296686
892,-14.975128935067913
893,-17.68780980168969
894,-16.04461242683002
895,-15.606438164037215
896,-15.060284163761803
897,-16.481314806715652
898,-15.905042905552566
899,-16.05169889609934
900,-15.834183067215939
901,-16.81435757576412
902,-16.5770459821195
903,-15.317674250507924
904,-16.832812957626523
905,-16.205630387788673
906,-15.757672005812584
907,-15.885764440997395
908,-15.69264791663516
909,-16.9718889703762
910,-15.99095721888838
911,-16.556634685050202
912,-15.686138900574957
913,-18.027086868195923
914,-16.648936173855194
915,-15.830346385127207
916,-17.235062905913438
917,-16.692422259621924
918,-15.007282042168448
919,-15.61101333571761
920,-16.603643129089896
921,-15.642879321350286
922,-17.01003814472697
923,-15.842543723053893
924,-16.054421656274243
925,-16.882499843818056
926,-16.384651634899093
927,-15.96303346155604
928,-16.430021682769034
929,-16.400726246204407
930,-15.901639443270115
931,-15.682482961196625
932,-16.334018251154774
933,-17.097969509693964
934,-16.83450592145701
935,-15.820093394077162
936,-16.65359867987273
937,-17.220400763064184
938,-15.006547894706799
939,-15.798712664948912
940,-16.98347395726278
941,-15.935801367055245
942,-17.029255968440207
943,-15.587708740257318
944,-16.1190406405059
945,-15.296099236677602
946,-17.137905130812925
947,-15.387305319153613
948,-16.983916485288514
949,-16.577771794887042
950,-17.128638661705608
951,-14.927024927663318
952,-18.01081126495342
953,-15.902929463104996
954,-17.229208367088106
955,-17.101584695794458
956,-15.189660154566647
957,-15.982776942708686
958,-16.013919141536107
959,-14.56189728592772
960,-17.094163628874043
961,-14.982969047055214
962,-15.675683626895674
963,-16.0501694502379
964,-15.67474826763319
965,-16.30840044430191
966,-16.632764401566995
967,-16.36086922753016
968,-15.430044686679707
969,-15.108872286032963
970,-17.27477133055276
971,-15.80603956812654
972,-15.813432401143537
973,-16.235987776789173
974,-16.04855952799604
975,-16.27832786612435
976,-16.188983698648354
977,-16.911075490997224
978,-15.866702898600908
979,-16.229016355240752
980,-16.916875956247654
981,-16.731346186647713
982,-15.821097567579326
983,-15.551053753224984
984,-16.378278815576174
985,-14.908732301520253
986,-16.66034103482567
987,-16.00221199183514
988,-15.931663548165252
989,-17.485906099326975
990,-15.786394556657084
991,-16.629883356114735
992,-17.213692376796075
993,-15.700107901146398
994,-17.05927781307397
995,-15.806656533329406
996,-16.70886262116034
997,-16.00523622326955
998,-16.174735372770396
999,-17.443606040381802
1000,-15.582620018050292
